Date,Open,High,Low,Close,Adj Close,Volume
13-09-2017,159.87,159.96,157.91,159.65,158.43,44907400
14-09-2017,158.99,159.40,158.09,158.28,157.07,23760700
15-09-2017,158.47,160.97,158.00,159.88,158.66,49114600
18-09-2017,160.11,160.50,158.00,158.67,157.46,28269400
19-09-2017,159.51,159.77,158.44,158.73,157.52,20810600
20-09-2017,157.90,158.26,153.83,156.07,154.88,52951400
21-09-2017,155.80,155.80,152.75,153.39,152.22,37511700
22-09-2017,151.54,152.27,150.56,151.89,150.73,46645400
25-09-2017,149.99,151.83,149.16,150.55,149.40,44387300
26-09-2017,151.78,153.92,151.69,153.14,151.97,36660000
27-09-2017,153.80,154.72,153.54,154.23,153.05,25504200
28-09-2017,153.89,154.28,152.70,153.28,152.11,22005500
29-09-2017,153.21,154.13,152.00,154.12,152.94,26299800
02-10-2017,154.26,154.45,152.72,153.81,152.64,18698800
03-10-2017,154.01,155.09,153.91,154.48,153.30,16230300
04-10-2017,153.63,153.86,152.46,153.48,152.31,20163800
05-10-2017,154.18,155.44,154.05,155.39,154.20,21283800
06-10-2017,154.97,155.49,154.56,155.30,154.12,17407600
09-10-2017,155.81,156.73,155.49,155.84,154.65,16262900
10-10-2017,156.06,158.00,155.10,155.90,154.71,15617000
11-10-2017,155.97,156.98,155.75,156.55,155.36,16905600
12-10-2017,156.35,157.37,155.73,156.00,154.81,16125100
13-10-2017,156.73,157.28,156.41,156.99,155.79,16394200
16-10-2017,157.90,160.00,157.65,159.88,158.66,24121500
17-10-2017,159.78,160.87,159.23,160.47,159.25,18997300
18-10-2017,160.42,160.71,159.60,159.76,158.54,16374200
19-10-2017,156.75,157.08,155.02,155.98,154.79,42584200
20-10-2017,156.61,157.75,155.96,156.25,155.06,23974100
23-10-2017,156.89,157.69,155.50,156.17,154.98,21984300
24-10-2017,156.29,157.42,156.20,157.10,155.90,17757200
25-10-2017,156.91,157.55,155.27,156.41,155.22,21207100
26-10-2017,157.23,157.83,156.78,157.41,156.21,17000500
27-10-2017,159.29,163.60,158.70,163.05,161.81,44454200
30-10-2017,163.89,168.07,163.72,166.72,165.45,44700800
31-10-2017,167.90,169.65,166.94,169.04,167.75,36046800
01-11-2017,169.87,169.94,165.61,166.89,165.62,33637800
02-11-2017,166.60,168.50,165.28,168.11,166.83,41393400
03-11-2017,174.00,174.26,171.12,172.50,171.18,59398600
06-11-2017,172.37,174.99,171.72,174.25,172.92,35026300
07-11-2017,173.91,175.25,173.60,174.81,173.48,24361500
08-11-2017,174.66,176.24,174.33,176.24,174.90,24409500
09-11-2017,175.11,176.10,173.14,175.88,174.54,29482600
10-11-2017,175.11,175.38,174.27,174.67,173.96,25145500
13-11-2017,173.50,174.50,173.40,173.97,173.26,16982100
14-11-2017,173.04,173.48,171.18,171.34,170.64,24782500
15-11-2017,169.97,170.32,168.38,169.08,168.39,29158100
16-11-2017,171.18,171.87,170.30,171.10,170.41,23637500
17-11-2017,171.04,171.39,169.64,170.15,169.46,21899500
20-11-2017,170.29,170.56,169.56,169.98,169.29,16262400
21-11-2017,170.78,173.70,170.78,173.14,172.44,25131300
22-11-2017,173.36,175.00,173.05,174.96,174.25,25588900
24-11-2017,175.10,175.50,174.65,174.97,174.26,14026700
27-11-2017,175.05,175.08,173.34,174.09,173.38,20716800
28-11-2017,174.30,174.87,171.86,173.07,172.37,26428800
29-11-2017,172.63,172.92,167.16,169.48,168.79,41666400
30-11-2017,170.43,172.14,168.44,171.85,171.15,41527200
01-12-2017,169.95,171.67,168.50,171.05,170.36,39759300
04-12-2017,172.48,172.62,169.63,169.80,169.11,32542400
05-12-2017,169.06,171.52,168.40,169.64,168.95,27350200
06-12-2017,167.50,170.20,166.46,169.01,168.32,28560000
07-12-2017,169.03,170.44,168.91,169.32,168.63,25673300
08-12-2017,170.49,171.00,168.82,169.37,168.68,23355200
11-12-2017,169.20,172.89,168.79,172.67,171.97,35273800
12-12-2017,172.15,172.39,171.46,171.70,171.00,19409200
13-12-2017,172.50,173.54,172.00,172.27,171.57,23818400
14-12-2017,172.40,173.13,171.65,172.22,171.52,20476500
15-12-2017,173.63,174.17,172.46,173.97,173.26,40169300
18-12-2017,174.88,177.20,174.86,176.42,175.70,29421100
19-12-2017,175.03,175.39,174.09,174.54,173.83,27436400
20-12-2017,174.87,175.42,173.25,174.35,173.64,23475600
21-12-2017,174.17,176.02,174.10,175.01,174.30,20949900
22-12-2017,174.68,175.42,174.50,175.01,174.30,16349400
26-12-2017,170.80,171.47,169.68,170.57,169.88,33185500
