Date,Open,High,Low,Close,Adj Close,Volume
27-10-2017,154.54,154.63,152.91,153.68,150.68,4895200
30-10-2017,153.76,154.59,152.71,154.36,151.34,4210400
31-10-2017,154.33,154.93,152.93,154.06,151.05,4328300
01-11-2017,154.10,154.90,153.83,154.03,151.02,3240200
02-11-2017,154.18,154.49,152.91,153.35,150.35,3397600
03-11-2017,153.42,153.47,151.49,151.58,148.62,4431800
06-11-2017,151.77,151.82,150.28,150.84,147.89,4498400
07-11-2017,151.37,151.51,150.50,151.35,148.39,3701100
08-11-2017,151.60,151.79,150.28,151.57,148.61,4634400
09-11-2017,149.93,151.80,149.86,150.30,148.83,4776500
10-11-2017,150.65,150.89,149.14,149.16,147.71,4307300
13-11-2017,148.88,149.00,147.92,148.40,146.95,5107500
14-11-2017,147.95,148.97,147.49,148.89,147.44,3758000
15-11-2017,148.00,148.71,146.21,147.10,145.67,4773300
16-11-2017,147.73,149.65,147.50,149.12,147.67,5446500
17-11-2017,149.34,150.15,148.83,148.97,147.52,4916500
20-11-2017,150.64,151.95,149.90,150.51,149.04,5676500
21-11-2017,151.30,152.45,151.20,151.95,150.47,3756200
22-11-2017,152.00,152.39,151.33,151.77,150.29,3213600
24-11-2017,151.95,152.20,151.33,151.84,150.36,1193000
27-11-2017,152.06,152.49,151.62,151.98,150.50,3374000
28-11-2017,152.35,152.93,151.70,152.47,150.98,3973700
29-11-2017,152.81,153.61,152.17,153.55,152.05,5098700
30-11-2017,153.65,154.41,153.08,153.97,152.47,6500800
01-12-2017,154.40,155.02,152.91,154.76,153.25,5567900
04-12-2017,155.96,156.80,155.07,156.46,154.93,4664300
05-12-2017,156.45,156.74,154.68,155.35,153.84,5068000
06-12-2017,154.10,156.22,154.09,154.10,152.60,3410700
07-12-2017,153.59,154.45,153.26,153.57,152.07,3771100
08-12-2017,154.98,155.03,153.55,154.81,153.30,3520300
11-12-2017,155.46,155.89,154.57,155.41,153.89,4102700
12-12-2017,157.30,157.85,155.16,156.74,155.21,6321800
13-12-2017,156.60,156.73,153.89,153.91,152.41,5661600
14-12-2017,154.60,155.11,153.70,154.00,152.50,4637400
15-12-2017,153.61,153.80,152.03,152.50,151.01,11279900
18-12-2017,153.59,154.18,153.21,153.33,151.84,5092800
19-12-2017,154.05,154.17,153.09,153.23,151.74,4116400
20-12-2017,153.65,153.89,152.78,152.95,151.46,3785700
21-12-2017,153.17,153.46,151.49,151.50,150.02,4153900
22-12-2017,151.82,153.00,151.50,152.50,151.01,2990600
26-12-2017,152.51,153.86,152.50,152.83,151.34,2479000
27-12-2017,152.95,153.18,152.61,153.13,151.64,2149300
28-12-2017,153.20,154.12,153.20,154.04,152.54,2687600
29-12-2017,154.17,154.72,153.42,153.42,151.92,3327100
02-01-2018,154.50,154.81,153.54,154.25,152.75,4202500
03-01-2018,157.34,159.81,156.33,158.49,156.94,9441600
04-01-2018,159.65,162.32,159.37,161.70,160.12,7556200
05-01-2018,162.44,162.90,161.10,162.49,160.91,5195800
08-01-2018,162.66,163.91,161.70,163.47,161.88,5237500
09-01-2018,163.90,164.53,163.06,163.83,162.23,4341800
10-01-2018,162.91,164.33,162.50,164.18,162.58,4174100
11-01-2018,164.80,164.94,163.30,164.20,162.60,3794500
12-01-2018,164.02,164.74,163.03,163.14,161.55,5031900
16-01-2018,165.10,165.29,163.35,163.85,162.25,7794200
17-01-2018,168.01,169.13,167.26,168.65,167.01,11710000
18-01-2018,170.00,171.13,168.15,169.12,167.47,14259300
19-01-2018,164.46,165.40,161.30,162.37,160.79,21172500
22-01-2018,161.51,163.98,161.11,162.60,161.01,8480800
23-01-2018,162.82,166.26,162.51,166.25,164.63,7466200
24-01-2018,166.75,168.72,164.82,165.37,163.76,5645000
25-01-2018,165.91,166.78,165.19,165.47,163.86,3302500
26-01-2018,166.12,167.41,165.79,167.34,165.71,3787900
29-01-2018,167.45,168.39,166.01,166.80,165.17,3517000
30-01-2018,166.21,166.77,163.16,163.62,162.02,4902300
31-01-2018,163.75,164.99,162.76,163.70,162.10,4072800
01-02-2018,163.19,164.13,161.90,162.40,160.82,4434200
02-02-2018,161.70,162.00,158.87,159.03,157.48,5251900
05-02-2018,157.89,158.50,150.00,152.53,151.04,8746600
06-02-2018,150.29,155.49,149.11,155.34,153.83,9867700
07-02-2018,154.17,155.34,153.28,153.85,152.35,6149200
08-02-2018,152.48,153.16,147.50,147.59,147.59,6779100
09-02-2018,148.60,150.54,144.40,149.51,149.51,7828300
12-02-2018,150.90,152.40,150.30,151.40,151.40,5881400
13-02-2018,150.90,151.18,149.64,150.75,150.75,4891000
14-02-2018,150.19,155.00,150.00,154.76,154.76,5479000
15-02-2018,155.50,156.86,153.70,156.01,156.01,5623600
16-02-2018,155.71,157.79,155.69,156.18,156.18,4282900
20-02-2018,155.79,155.96,153.87,155.16,155.16,4489600
21-02-2018,155.43,156.79,153.90,153.96,153.96,3728600
22-02-2018,154.50,155.04,152.79,153.18,153.18,4024600
23-02-2018,154.30,155.85,154.07,155.52,155.52,3256100
26-02-2018,155.81,158.88,155.51,158.58,158.58,3610300
27-02-2018,158.46,159.78,156.53,156.55,156.55,4237300
28-02-2018,157.50,158.14,155.80,155.83,155.83,3803500
01-03-2018,155.53,156.97,152.79,153.81,153.81,4039300
02-03-2018,152.79,154.76,151.88,154.49,154.49,3261100
05-03-2018,154.12,157.49,153.75,156.95,156.95,3670600
06-03-2018,157.28,157.89,155.16,155.72,155.72,3685700
07-03-2018,155.00,158.83,154.73,158.32,158.32,4607700
08-03-2018,159.00,159.57,155.07,156.21,156.21,6455600
09-03-2018,157.47,159.58,157.30,159.31,159.31,5022200
12-03-2018,159.64,161.02,158.87,160.26,160.26,5063500
13-03-2018,160.09,162.11,158.81,159.32,159.32,4185600
